Presenter_SK,Obtained,EventDate,EventTime,Passed,ZiffNumber,Firstname,Middlename,Surname,Day,Temperature,PetType,CoffeeType
5367,No,,19:57:55,TRUE,1.093,YONGHUA,LENYA,TRABUCCO,Fri,23,Dog,Roasted
5368,,09-10-1985,14:25:05,TRUE,1.542,ANDREAS,,HAHN-LOVELL,Sat,38.1,,Medium
5369,,09-11-2001,11:23:44,TRUE,1.314,SHENGLONG,KYLAH,BALANE,Fri,32.6,,Medium
5370,Yes,04-10-2010,9:06:30,,1.253,CHENUTHI,,MELLNER-PATRICK,Monday,22,,Dark
5371,No,01-05-1981,7:10:39,FALSE,,CATALEYA,,MUENZINGER,Sat,6.9,Elephant,Milk
5372,,26-02-1984,15:27:01,TRUE,,RUTU,,HOLGERSSON,Monday,43.8,Cat,Roasted
5373,Yes,21-06-1998,7:52:25,TRUE,1.545,KWANG-YEW,THANG,GOSS,Tuesday,23.1,Snail,Dark
5374,,03-03-1990,20:31:59,FALSE,1.585,ANUSHRI,HARUHA,ROUTE,Sun,43.5,Cat,Roasted
5375,,23-08-2016,21:46:54,FALSE,,SNEHALKUMAR,,KOLBERG,Thurs,10.6,Snail,Milk
5376,No,11-07-1981,11:29:41,FALSE,1.727,HOLLIS,,VENEGAS,Sun,34.7,Giraffe,Roasted
5377,No,11-09-2008,3:55:57,TRUE,1.896,AMITEY,,SETH,Thurs,1.2,Cat,Medium
5378,Yes,29-08-1987,14:30:54,TRUE,1.792,JAEBEEN,YEA,ERASMUS,Monday,43.3,Elephant,Roasted
5379,No,09-11-2007,22:30:31,,1.878,JAII,SHARELLE,AUSTIN-ABDULLAH,Tuesday,2.4,Giraffe,Roasted
5380,,24-05-2019,5:24:06,TRUE,1.399,CAI,QUINEEN,PERRY CASTANER,Sat,26.7,Elephant,Roasted
5381,,14-08-2005,17:35:05,,1.933,ABOLFAZL,,KEYWOOD-MCGILP,Sat,15.5,Cat,Medium
5382,,12-03-2006,23:47:56,TRUE,1.659,MALUK,,IRISH,Monday,8,,
5383,,27-01-2002,4:48:41,TRUE,1.374,RIANNON,ZADIA,HASEBE,Thurs,35.9,Dog,Dark
5384,,08-04-2016,,TRUE,1.675,JADESOLA,JAIQUEN,MACUMBA HOCKING,Wed,42.2,Cat,Medium
5385,Yes,24-04-2005,,FALSE,1.191,REEDE,ZAYMOND,BAEK,Tuesday,42.4,Dog,Milk
5386,No,21-09-1986,8:37:59,TRUE,1.434,ELEASOR,WAHID,FIELD-WILDASH,Sat,2.6,Giraffe,Milk
5387,,07-02-2019,15:05:44,TRUE,1.441,LIKE,,LACK,Wed,14.4,Snail,Roasted
5388,,16-05-2001,11:32:12,TRUE,1.775,JIN-KEN,ALLAH,HEINEN,Monday,15,Snail,Dark
5389,Yes,,21:59:28,,1.446,JAROD,CHRYSI,LIMONGELLI,Tuesday,23.5,Giraffe,Medium
5390,,24-04-1988,23:19:00,TRUE,,JAYDE<,,SCUTCHINGS,Sat,4.3,Snail,Medium
5391,,26-11-1998,14:25:43,FALSE,1.487,LING,SKYDEN,JURJEVIC,Wed,9.6,Elephant,Roasted
5392,,11-11-1997,9:15:36,,1.122,HASIFA,,MANGPA,Monday,41.6,Cat,
5393,No,23-02-2002,3:23:20,TRUE,1.567,MRITTIKA,,PURSER,Tuesday,41.1,Cat,Medium
5394,,27-10-2000,17:32:46,TRUE,1.427,RYLY,AREESHA,DZOMA,Sat,24.6,Dog,Dark
5395,,18-11-2013,17:14:38,FALSE,1.606,NEIKO,,BIANCHINI,Sun,23.6,Elephant,Milk
5396,No,19-05-2005,16:47:05,TRUE,1.968,MONISHA,MARION,BLAXLAND,Sun,21.7,Giraffe,Dark
5397,,10-04-1985,10:25:25,FALSE,,PYOTR,,KARIMIYAN,Wed,23,Cat,Dark
5398,Yes,20-07-1996,23:54:09,FALSE,1.992,ALEXEEVNA,,KVOPKA,Tuesday,33.8,Giraffe,Milk
5399,,16-02-2003,15:10:22,FALSE,,DAKSHYANI,,PAKU-GALE,Tuesday,11.8,,Milk
5400,Yes,02-01-2008,16:33:02,FALSE,1.054,MOHEEZ,,THUMMALEE,Wed,4.5,Snail,Roasted
5401,No,17-10-1999,,TRUE,1.357,TAMITI,HINAKI,VERNER,Sun,24.5,Dog,Roasted
5402,,14-10-2019,21:43:28,FALSE,1.368,LIANE,NOA,WILKIN,Monday,-3.2,Snail,Dark
5403,,17-02-2006,4:10:28,FALSE,1.01,SIANN,,WEX,Fri,-1.6,Giraffe,Roasted
5404,,27-09-2004,20:11:40,TRUE,1.631,TRENTYN,VASSILIOS,KOROSHATI,Fri,6,Snail,Medium
5405,Yes,25-04-2002,7:40:17,FALSE,,VINCI,DAVID-LEE,BATE,Thurs,2.7,Giraffe,Roasted
5406,No,,3:12:00,FALSE,1.384,LEEZA,,NALLAMOTHU,Fri,43.1,,Dark
5407,,19-06-2015,13:12:50,TRUE,1.362,ELAINA,KELLY-LEIGH,WADDELOW,Sun,24.2,Giraffe,Dark
5408,,04-11-1997,7:26:54,FALSE,,MARTIQUE,BRAEDYN,AL FAILY,Sun,24.3,Snail,Dark
5409,,29-08-1998,15:28:25,FALSE,1.264,MAWIEN,,ZOUMARAS,Sun,45.4,Snail,Medium
5410,,,4:04:03,TRUE,,LEU,,HEYEN,Sat,36.6,,Milk
5411,,07-06-1985,13:20:28,TRUE,1.505,LASHUNDA,BRE,ALFENJAN,Tuesday,41,,Dark
5412,,30-07-1994,3:40:09,TRUE,1.856,TE-WA,EMMA-RAE,CONRAD,Monday,16.7,Elephant,Milk
5413,No,24-03-2007,9:53:32,FALSE,1.17,KISALA,KUR,PIECH,Wed,8,Giraffe,Dark
5414,Yes,08-10-2006,1:39:16,TRUE,1.528,JARNARD,KHODADAD,HISCOX,Sat,30.6,Snail,Medium
5415,,22-10-1996,18:22:26,TRUE,1.177,ASIA,ALISA,WAKI,Wed,42.6,,Medium
5416,,08-01-2013,2:15:38,TRUE,1.318,MAZEN,TAUFALICAFU,POWELL-PARTRIDGE,Sat,36.9,Dog,Medium
5417,,16-09-2012,10:40:53,FALSE,1.414,ASTRA-ROSE,PATCHETT,HTET,Thurs,44.5,Dog,Roasted
5418,Yes,09-12-1983,5:04:27,TRUE,1.124,MANEY,PAGER,DOEUK,Thurs,29.3,Dog,Milk
5419,,06-08-1989,20:36:19,FALSE,1.763,MANALILI,SVETISLAV,RAPO,Sat,12,Snail,Roasted
5420,,30-11-1991,3:17:11,,1.162,VIKRAM,,STAPLETON-COORY,Monday,39.9,Cat,Medium
5421,No,07-04-1984,13:37:26,FALSE,,CALEM,ERROL,MCGREE,Sun,32.5,Elephant,Roasted
5422,,14-10-2020,6:46:35,FALSE,1.793,SEPP,,HOGGINS,Tuesday,-2.5,Dog,Roasted
5423,No,18-11-2020,15:33:15,TRUE,1.881,HAYES,BARTLETT,DEL BONO,Sun,42.1,Snail,Roasted
5424,Yes,18-03-1989,0:34:45,FALSE,1.447,OPAP,ROSALBINO,ANKENY,Wed,38.6,Dog,Dark
5425,,26-03-1999,3:07:31,TRUE,1.087,SHAMIS,,VASSILIADIS,Sat,29.3,,Medium
5426,No,20-03-2011,15:43:16,TRUE,1.18,MATTIA,,ROBBIE,Tuesday,27.1,Dog,Dark
5427,No,17-08-1992,15:42:32,TRUE,1.327,JAISHIREE,,CORADO,Wed,36,Elephant,Milk
5428,,16-04-2017,19:21:00,,1.52,JESSICA LOUIS,,NDAYIKENGULUKIYE,Wed,31.2,Snail,Medium
5429,,24-09-1990,13:06:09,FALSE,1.989,TONNY,,CING THEI KIM,Sun,20.9,Snail,
5430,No,14-09-1998,20:57:08,FALSE,,RIZA,JARAL,PAPAEMMANOUIL,Fri,1.8,Snail,Roasted
5431,,,11:11:59,,1.171,ZAYAN,,CAMILLERI BAKER,Fri,44.8,Snail,Milk
5432,No,28-03-2012,,TRUE,1.609,JETH,RANDEEV SHAUN,PERINETTI,Sat,11.2,Snail,Roasted
5433,,01-01-1986,19:49:29,FALSE,1.236,JESSICA-ROSE,WAINE,EISEMAN,Thurs,42.1,,Dark
5434,,12-07-2018,9:41:14,TRUE,,MASAI,,AGNIHOTRI,Sun,34.5,Giraffe,Roasted
5435,No,13-03-1980,6:58:02,FALSE,1.416,SHERN,,BUNNETT,Monday,26,Elephant,Dark
5436,Yes,18-09-1991,4:33:34,TRUE,1.166,JYMEIL,,DRIESSEN,Thurs,-3.1,Dog,Roasted
5437,,20-08-2011,6:27:58,FALSE,1,GEORGENA,,POTTER-DENTON,Wed,42.8,Elephant,Milk
5438,,25-10-2013,13:32:19,TRUE,1.564,NIWAAZ,,MAURI,Sat,18.6,Giraffe,Roasted
5439,,28-03-2004,9:17:48,TRUE,1.729,O,,MINANI,Monday,17.9,Cat,Dark
5440,,14-03-2017,0:50:02,FALSE,1.445,PALAMATTATHIL,,APLIN-MARTIN,Monday,31.4,Giraffe,Roasted
5441,,02-09-1996,,FALSE,1.665,JOK,BRIGITT,BURDEN,Thurs,30,Giraffe,Milk
5442,,05-03-1996,17:05:48,TRUE,,EUNYU,THARUNI,MCGILP,Fri,35.1,Cat,Milk
5443,,26-08-2011,13:57:22,TRUE,1.138,CELESTIAL,,TATSUMI,Tuesday,1.6,,Dark
5444,,14-01-2010,10:35:55,,1.523,EMERANCE,SENE,KURKENY,Wed,17.3,Giraffe,Milk
5445,,12-03-1990,1:13:22,FALSE,1.089,ADDI,KIT-BING,MATURANA,Sun,33.8,,Dark
5446,,19-10-1983,,FALSE,1.791,NYRIANG,JULIA,KAHRIC,Sun,14.1,Cat,Medium
5447,No,04-02-1984,12:16:48,TRUE,1.784,MERCURI,HAMMOND,RAHMANINGTYAS,Sun,-2.6,Snail,Roasted
5448,,20-01-1991,16:03:45,TRUE,1.159,SILVIYA,LAYCEE,JOHNSON-EDWARDS,Tuesday,29.5,Elephant,Dark
5449,Yes,,,TRUE,1.7,AABIS,,KONTOPOULOS,Sun,28.9,,Dark
5450,,23-08-1995,13:35:01,FALSE,1.155,LAURETTA,KRSNA,GUIVER,Sun,7,,Medium
5451,,02-10-2007,3:12:22,FALSE,1.465,DANYI,CHALLERA,VANDEREL,Thurs,22.7,Dog,Dark
5452,,,3:03:03,FALSE,1.711,ZORAN,,STONE-APLIN,Fri,30.3,Dog,Medium
5453,,26-01-1982,11:57:09,FALSE,1.122,MANKIRAT,SHIZHE,ARUN,Fri,38.4,Elephant,Roasted
5454,No,21-12-2012,1:14:01,FALSE,1.651,BRANTLEY,,ATHANASIOU,Sun,-3.2,,Roasted
5455,,19-05-1990,15:47:16,TRUE,1.219,CHERKIRRA,IVY ELLA,ABDELMALEK,Sun,19.1,Cat,Medium
5456,,21-02-2018,11:17:38,TRUE,1.427,BRENTON,SHALIKA,VETTE,Fri,-1.3,Dog,Milk
5457,Yes,16-06-2001,6:59:19,TRUE,1.591,EZATULLAH,SHONTAI-MAI,BLEAKLEU,Fri,25.1,Giraffe,Medium
5458,,30-09-1983,1:11:19,TRUE,1.875,RUOBING,SUSANAH,SOLTES,Wed,0.9,Cat,Roasted
5459,,08-04-2014,23:50:15,TRUE,1.979,KEONE,,DIRE MULATA,Fri,6.4,Snail,Roasted
5460,,16-11-2020,20:09:20,FALSE,1.483,SAMRAWIT,CLANCYASHAAN,ROUNDHILL,Fri,11.1,Snail,Medium
5461,,06-08-2002,10:00:18,TRUE,1.723,NAYAN,KHUSHI,PIWEN,Fri,6.8,,Milk
5462,,06-11-1998,1:39:01,TRUE,1.473,NARAE,,VASUVAT,Wed,24.6,Giraffe,Roasted
5463,Yes,23-06-1989,20:18:35,,,SHUQU,,HOUGH HOBBS,Tuesday,22.6,Dog,Roasted
5464,Yes,02-06-1985,18:11:28,TRUE,1.799,AROURA,DEWA,GREENWOOD-LEHMANN,Thurs,19.1,Elephant,Roasted
5465,Yes,17-03-1999,10:06:38,TRUE,1.251,DUNNE,,ZAFIRAKOPOULOS,Wed,26.6,Cat,Dark
5466,,13-10-1989,,,1.2,ANJESH,ARIEN,O'BOYLE,Wed,43.1,Elephant,Roasted
5467,,29-09-2010,11:07:31,FALSE,1.327,TAM,THIMITHA,FELIX-LAWSON,Fri,29.5,Cat,Medium
5468,,16-01-1989,9:02:30,TRUE,1.813,WADDH,,YALTJANGKI,Monday,-2.4,Elephant,Dark
5469,Yes,08-05-2014,2:37:51,TRUE,1.96,RUNJIE,NIVENKE,FITZSIMONS,Tuesday,23.7,,Milk
5470,Yes,20-05-2010,20:30:22,,1.663,EUN-JIN,,GOODWIN-FOORD,Tuesday,1.7,,Milk
5471,Yes,21-08-1996,14:42:38,,1.352,FIONA,STUART,HAMEED,Sun,45.3,Cat,Roasted
5472,,30-11-1983,16:19:47,FALSE,1.305,JUNXIAN,BARRETT,OYEVAAR,Tuesday,21.5,Cat,Roasted
5473,Yes,27-03-2010,19:44:16,FALSE,1.335,SUVA,GINO,JUMPPONEN,Wed,44.2,Snail,Milk
5474,,18-02-2018,14:14:59,FALSE,,JOSHUA,ARNARAN,DIANZON,Monday,14.5,Cat,Milk
5475,No,02-10-2019,17:37:49,TRUE,1.837,LUKIA,MEARL,SAMUEL,Tuesday,1,Dog,Dark
5476,No,08-06-2011,15:42:28,,1.067,JORDAN-JADE,YOUNAS,WAINWRIGHT,Monday,4.3,,Milk
5477,No,09-07-1991,19:26:43,FALSE,1.857,FERYAD,,BAWKKHENG,Fri,35,,Dark
5478,Yes,29-04-2014,10:10:55,FALSE,1.44,SAHARNAZ,,DECREA,Monday,37.4,Elephant,Milk
5479,Yes,12-06-2005,19:01:46,,1.898,ELLE`,,OLD,Sat,23.9,Dog,Medium
5480,No,,8:11:51,FALSE,1.195,HABIB,,GRIME,Fri,23.1,Elephant,Dark
5481,,18-04-1997,21:18:02,TRUE,1.378,EBAN,BREEA,VOLRAAT,Monday,26.9,Giraffe,Roasted
5482,No,27-01-2013,15:42:26,FALSE,1.123,MAYY,,VANNEA,Tuesday,-3.2,Cat,Medium
5483,,01-01-1998,12:51:24,TRUE,,FILIX,,GERTZ,Monday,29.8,,
5484,No,22-07-1989,10:50:43,TRUE,1.624,KAILY,REICHSTEIN,COPE,Fri,35.6,,Dark
5485,,09-02-1991,4:41:04,FALSE,1.58,EYSHULL,,RAWIRI WILSON,Tuesday,6.4,Snail,Dark
5486,Yes,19-06-1993,18:00:12,TRUE,1.832,TAHPATI,SIVANI,BLACKETER,Sun,6.9,Giraffe,Milk
5487,Yes,12-12-1995,9:49:59,FALSE,1.362,ANNE-MARGARET,ANNALENA,SGOUTAS,Sun,9.8,Dog,Milk
5488,,08-09-2009,4:36:47,FALSE,1.989,KIU,TANMULARI,PLLU  ROWEN,Sun,21.6,Cat,Medium
5489,Yes,23-07-2012,18:20:47,TRUE,,WAYLAN,TANESHIA,TREHARNE,Thurs,38.4,Snail,Roasted
5490,,07-11-2015,8:04:47,,1.143,SHIVANGI,,BADIOS,Fri,2,Giraffe,Milk
5491,,02-08-1998,5:26:37,,1.86,JUNGEE,,CAMPBELL-LLOYD,Thurs,11.3,Snail,
5492,,15-11-2003,14:26:33,TRUE,1.675,MTENDE,CHUDAMANI,PATAKOS,Fri,40,,Milk
5493,,26-03-1980,9:30:29,FALSE,1.001,ORLANDO,ALEESHAMAY,WATSON DUPILLE,Monday,29.5,Cat,Roasted
5494,,15-10-2015,10:21:11,FALSE,,NIRMA,ERNEST,SABO,Sun,25.8,Elephant,Dark
5495,No,29-08-1988,20:35:03,FALSE,1.241,AEODHAN-JOHN,,MANISCALCO,Monday,21.4,Cat,Medium
5496,No,01-01-2014,9:54:40,TRUE,1.359,DECOTA,,DAHANAYAKE,Thurs,22.1,,Dark
5497,No,12-05-1999,15:16:14,FALSE,1.764,JERRY-LEE,NHAT-QUANG,EBORLAS,Wed,6.3,Snail,Medium
5498,,02-12-1999,0:56:11,TRUE,1.057,KUSHAAN,TEDDY-PETER,ROLDAN,Thurs,-2.1,Snail,Milk
5499,Yes,19-11-2015,13:22:19,,1.845,GLADYSELLN,,ELPHICK-THATCHER,Fri,2.4,Cat,Milk
5500,Yes,15-03-2018,21:58:36,TRUE,1.703,HERBERT,SHAUNAGH,SETTER,Sat,10.7,Snail,Medium
5501,No,04-03-2011,2:07:08,FALSE,1.031,QIMIN,TAWA,PHUC NGUYEN,Tuesday,14.3,Giraffe,Dark
5502,No,02-02-1997,22:52:21,FALSE,1.684,RAJAN,,TRIANTAFYLLAKIS,Fri,-2.8,,Milk
5503,,03-01-2008,15:03:11,FALSE,1.102,MAITHILI,MULUGATA,GOLUBAR,Wed,3.1,Giraffe,Dark
5504,,30-03-2004,8:18:52,TRUE,1.542,ANGELL,,HOCKEY,Monday,29.2,,Dark
5505,Yes,01-05-2019,8:57:57,TRUE,,BAILIN,SARANZAYA,BATTISTA,Sat,27.2,Dog,Milk
5506,,23-02-2017,10:49:25,,1.738,DWITI,O'CHE,BLACKLEY,Thurs,-0.9,,Dark
5507,Yes,16-06-1991,4:10:39,FALSE,,BELLA-JEAN,,KANWAR,Fri,35.7,,Medium
5508,,02-11-2000,0:06:22,FALSE,1.435,PRIYESHA,KAYDON,PROKIC,Sat,22,Dog,Dark
5509,No,23-11-2007,6:15:21,TRUE,,ALLANBY,,MEADEN,Sat,34.6,Snail,Dark
5510,Yes,09-04-2010,2:17:55,TRUE,1.035,VAJIHE,,DAMIANIDIS,Sun,23.6,Dog,Medium
5511,No,09-12-1998,6:12:46,FALSE,1.947,SALAR,ROD MATTHEW,DEE,Fri,12.1,Giraffe,Dark
5512,,06-10-1997,15:29:34,FALSE,1.245,CLIFFY,STEPHINIE,KNIGHT-STACEY,Sun,0.5,Cat,Medium
5513,No,08-03-1991,,FALSE,1.255,EDDINE,HAMNA,CANTAROS,Thurs,-1,Cat,Medium
5514,,07-06-2020,23:05:54,,1.453,ERNIST,JAYDENN,CURTIN-WOODS,Tuesday,18,Dog,Dark
5515,Yes,10-03-1999,,TRUE,1.964,TONISH,CANDRA,MERZAIE,Tuesday,13.7,Giraffe,Medium
5516,,,17:30:00,FALSE,1.116,ADIKUS,EHLANA,SADLER-WHAREMATE,Tuesday,33.9,Cat,Milk
5517,,26-11-1996,13:11:15,TRUE,1.065,AGNES ANN,SAMVEL,BUNDY,Sat,-2.6,Snail,
5518,Yes,11-03-1995,6:08:06,FALSE,1.395,SNEHAL,ASHRITI,TILLEY RICHARDS,Sat,37.6,Cat,Medium
5519,,,2:20:40,FALSE,1.865,VAANI,,OSITA,Tuesday,42.6,Elephant,Milk
5520,,28-07-1997,,TRUE,1.8,SAURIN,JOONHEE,,Wed,26.8,,Medium
5521,,09-03-1991,7:31:13,TRUE,1.181,ALLEGRA,,AZERAN,Monday,3.3,Giraffe,Milk
5522,Yes,23-07-2006,7:55:02,TRUE,1.907,TAHJIN,,MUGA-BARTEL,Thurs,32.6,Giraffe,Dark
5523,Yes,09-09-1987,4:40:15,FALSE,1.28,GALUNZA,OSARUGUE,PALMER-WOOD,Monday,14.5,,Dark
5524,,28-07-2004,7:50:32,TRUE,1.51,HYO,,KASULE,Sat,38.9,Snail,Medium
5525,Yes,18-10-2008,14:55:51,FALSE,1.94,KRASIMIROVA,,HIRAWANI,Tuesday,43.3,Snail,Milk
5526,,22-09-2010,3:39:21,TRUE,,SITAH,,FUCHS-STEIN,Sat,27.9,Snail,Milk
5527,,06-04-1980,23:34:39,TRUE,1.511,LESTER,,MAZOMENOS,Sat,32.6,Dog,Roasted
5528,,14-01-1987,5:33:28,TRUE,1.184,LUKE DAVIS,,LARENAS,Tuesday,11.6,Dog,Milk
5529,Yes,24-04-1987,20:59:27,FALSE,1.297,MARIAH KAYE,,VONG,Tuesday,19.5,Cat,Milk
5530,No,12-08-2014,9:05:35,FALSE,1.263,KAZUYA,SHOANE,BOKAS,Monday,-0.6,Snail,Medium
5531,Yes,16-06-2005,14:33:26,TRUE,1.86,AYLAAH-JAY,,FRANSISKUS,Sun,-1.4,Snail,Milk
5532,,29-01-2000,22:37:31,TRUE,1.003,JOHANNA,,GLADWIN,Thurs,42.3,Giraffe,Dark
5533,Yes,01-04-2015,8:32:33,FALSE,1.175,BATHOOL,NARTIKA,JURANT,Monday,19.6,Snail,Dark
5534,,12-05-1994,18:58:37,TRUE,1.362,KIERLEIGH-ANN,,OSCARSON,Wed,26.5,Elephant,Medium
5535,No,19-02-2007,16:35:37,FALSE,1.323,KHALI,DANUTA,BAINBRIDGE,Thurs,22.7,Elephant,Milk
5536,,,16:56:56,FALSE,1.235,SIMI,,SHAO,Tuesday,42,Snail,Medium
5537,Yes,26-11-1988,21:35:04,FALSE,1.608,SEHAR,,VOHRA SARPAL,Thurs,28.9,Elephant,Milk
5538,Yes,28-04-2011,,,1.754,ZHAFIRA,ONTARIO,HYREDIN,Thurs,35.8,Cat,Milk
5539,,16-04-1980,,TRUE,1.356,BAYDAN,,ECCLESTON,Sun,25.8,,Roasted
5540,No,28-08-1989,3:37:58,FALSE,1.889,PAITEN,,DEGARIS,Wed,36.3,Elephant,Milk
5541,,25-08-1992,17:17:24,TRUE,1.366,SHAYLA-ROSE,,ALIFU,Tuesday,15.3,Snail,Dark
5542,Yes,,13:35:04,,,YAU ZU,,KASSA,Monday,1.7,,Roasted
5543,Yes,13-02-2001,17:30:26,FALSE,,MIA-GRACE,,VONGXAY,Sat,35.2,,Medium
5544,,25-06-2019,17:49:15,FALSE,1.305,EION,PANCHAI,DEGARIS,Thurs,28.7,Dog,Dark
5545,No,02-10-2000,23:22:04,FALSE,,FRANCIE,,VILLARINO,Fri,21.6,Elephant,Roasted
5546,,10-08-2013,6:44:08,TRUE,1.226,THARINDI,,PANGALOS,Tuesday,4.4,Elephant,Medium
5547,,21-01-2006,,TRUE,1.567,ROJIE-GRACE,RAEMAU,BARON,Thurs,16.4,Cat,Medium
5548,,30-07-2013,9:32:58,FALSE,,ROLAND,,DRISCOLL-PHILLIPS,Sun,12.9,,Milk
5549,No,08-05-1996,2:13:37,FALSE,1.133,DISBEN,FIEDOR,VALENTE,Wed,1.3,,Roasted
5550,,19-11-1990,23:04:54,,1.96,ELIYEZA,JUSTEN,VANDERWOUDE,Thurs,17,Snail,Milk
5551,Yes,15-01-2016,12:20:40,TRUE,1.86,THEMI,DIGVIJAY,AMADOR,Sat,30.3,Giraffe,Medium
5552,No,10-01-2010,6:42:12,FALSE,1.429,ROCHAE,HENILIETA,LECHWAR,Thurs,14.3,Dog,Roasted
5553,,,22:59:50,TRUE,1.72,REYMENT,,OE,Wed,0,Giraffe,Milk
5554,,08-11-2006,10:20:35,FALSE,1.659,LIZA-ANNE,,SZENTESSY,Sat,40,Elephant,Medium
5555,No,18-02-2014,,TRUE,,HONA,SHAIDE,LUDVIGSEN,Tuesday,29.8,Giraffe,Dark
5556,Yes,04-02-1993,8:54:08,TRUE,,THI JENNIFER,NATEE,PARDEDAR,Fri,15,Cat,Roasted
5557,,,11:52:47,FALSE,1.688,BILLI,,AGIEM,Sat,13.5,Dog,Dark
5558,,13-01-2004,6:49:27,FALSE,1.305,KRISTON,STEPHANIE-JADE,KILWORTH,Monday,16,,Dark
5559,Yes,09-06-1980,6:48:40,FALSE,1.824,CANG,MCGREGOR,EAYRS,Wed,15.6,Giraffe,Milk
5560,No,06-12-2015,6:37:54,FALSE,1.416,ELOIZE,,AL MOUSTAFA,Sat,6.3,Snail,Medium
5561,,14-02-1999,19:01:34,TRUE,1.174,NEO,,VIZCARRA,Monday,30.9,Cat,Milk
5562,,21-11-1995,9:47:56,TRUE,1.707,KADI,,DAVEY-ALLAN,Sat,15.7,Dog,Medium
5563,,15-08-1986,8:17:45,TRUE,1.389,VIVEK,,SWABY,Wed,36.1,,Milk
5564,,,10:19:08,TRUE,1.08,RACQUELLA,,MARAFIOTI,Wed,24.1,Giraffe,Medium
5565,Yes,,9:44:45,FALSE,1.388,GARWOOD,,IALEGGIO,Sat,-0.7,Dog,Dark
5566,No,20-05-1996,15:13:44,FALSE,1.608,SAHIRA,VIKAS,JENKO,Tuesday,11.3,Elephant,Medium
5567,,,,FALSE,,SHAYEMI,LANIDEE,KAEHNE,Wed,35.8,Elephant,Roasted
5568,No,07-11-1995,0:16:08,FALSE,1.352,ZAFIRO,RYLES,MARTIN-HOWES,Thurs,34.6,,Roasted
5569,,24-05-2002,20:03:40,TRUE,1.32,BRYAN,UNISH,O'DONNELL-MEAD,Monday,34,,Medium
5570,,07-06-2006,17:39:09,TRUE,1.281,TEAH,AJEENDRA,PISCIONERI,Wed,21.9,Cat,Roasted
5571,No,14-09-1992,11:38:00,,1.095,BARAN,KEGAN,TASSELL,Sat,13.7,Giraffe,Dark
5572,No,04-07-1998,2:37:28,TRUE,1.145,NUALA,JUWAN,LUAL DENG,Tuesday,1.1,Cat,Milk
5573,,07-05-1987,,TRUE,1.989,ABIR,,KELLEY,Thurs,36.1,,Milk
5574,Yes,10-09-2014,22:48:57,TRUE,,JARRED,,ELADLY,Tuesday,19.8,Elephant,Milk
5575,Yes,,8:12:22,FALSE,,CHARLIE IRIS,,MUHAMMAD SALAH,Wed,15.3,Elephant,Medium
5576,No,01-03-2010,8:39:41,FALSE,1.751,THENG,,ANESE WANG,Fri,9,,Roasted
5577,,27-06-2005,,TRUE,1.05,SALTMARSH,,ALBORNOZ ENCINA,Fri,3.5,,Medium
5578,,,17:28:00,,1.686,YONATHAN,,CHATTERTON,Sun,44.7,,Milk
5579,Yes,15-01-1992,20:35:54,FALSE,1.078,YADAN,RIDGE,TOFIGH SHARIF,Sat,23.2,Dog,Milk
5580,,27-07-1984,2:02:54,TRUE,,BELLE,WATSON,ELLIOTT-SMITH,Sun,44.2,,Roasted
5581,,02-10-1981,23:12:39,TRUE,1.976,EDE,,POMAZAK-HEALY,Monday,1.4,Snail,Milk
5582,,04-12-1989,10:54:47,TRUE,,NAKSHKUMAR,JACOBI-BUDDY,MIRANDA CABELLO,Wed,28.1,Elephant,Roasted
5583,,06-05-2009,15:20:52,FALSE,1.069,TANISHVEER,JESSEY,VAN STAVEREN,Wed,38,Dog,Roasted
5584,,19-11-1995,18:26:24,TRUE,1.06,AREEFA,LEONOR,,Tuesday,40.3,,Milk
5585,Yes,29-03-2000,3:38:05,TRUE,1.997,FIRISHTA,OZORD,GHAROONI ANARAKI,Tuesday,15.4,Cat,Dark
5586,,13-10-2016,23:58:25,TRUE,1.989,ALIHUSEN,,CHAPAGAIN,Thurs,40.8,Snail,Dark
5587,No,07-11-1992,13:31:49,TRUE,1.746,SAMORY,,LISICHIN,Sat,24.9,Giraffe,Dark
5588,No,11-10-1989,2:19:28,FALSE,1.414,KARAN,ALIZAH,JARRAD-TE AHO,Wed,28.2,Cat,Roasted
5589,,,5:21:28,TRUE,1.422,YOOJIN,,TAVASOLLI,Tuesday,20.4,,
5590,,22-04-1997,21:08:50,,1.307,BECKER,,BLEASBY,Wed,42.3,Elephant,Roasted
5591,,21-12-1981,,FALSE,1.093,WAMO,,SAPIO,Sat,26.1,Cat,Milk
5592,No,18-01-1992,7:58:11,TRUE,1.583,ARIALLE<,,KORNAAT,Monday,25.8,,Milk
5593,,,15:39:46,TRUE,1.831,HAVIRAJ,BUSSAM,WINWOOD-WITHERS,Thurs,21.4,Giraffe,Dark
5594,,09-11-2016,,TRUE,,TISHARA,AADHYA,DESMAZURES,Thurs,42.5,Cat,Medium
5595,,15-08-1985,12:00:20,FALSE,1.852,BAHIGWA,DANIEL-MENADUE,CHOWDHURY,Fri,-0.7,,Dark
5596,No,27-05-2011,22:47:37,FALSE,1.655,SHANI,AQUA,ELFORD,Sat,44.3,Snail,Dark
5597,,30-04-1987,7:05:41,TRUE,1.533,KAIDE,COLLYER,YUSHRA,Fri,23.2,,Milk
5598,Yes,15-01-2014,,FALSE,1.686,JASEN,BLISS,ALLWORTHY,Monday,25,Elephant,Milk
